 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Lautoka, Fiji
01-Jan-1995 00:00, 0.454,  29.3,  30.1, 1005.5,-0.021,-0.096,  273,   3.2,   2.4
01-Jan-1995 01:00, 0.637,  29.2,  30.3, 1005.2,-0.015,-0.093,  307,   5.7,   0.6
01-Jan-1995 02:00, 1.017,  29.4,  29.1, 1004.7, 0.003,-0.077,  322,   5.8,   4.4
01-Jan-1995 03:00, 1.459,  29.5,  29.1, 1004.4,-0.017,-0.103,  340,   5.2,   3.5
01-Jan-1995 04:00, 1.904,  29.6,  27.2, 1004.1,-0.018,-0.106,  326,   4.7,   1.2
01-Jan-1995 05:00, 2.217,  29.7,  28.5, 1004.1,-0.015,-0.107,  279,   2.1,   1.3
01-Jan-1995 06:00, 2.325,  29.7,  28.8, 1004.8,-0.007,-0.097,  232,   3.2,   2.6
01-Jan-1995 07:00, 2.175,  29.5,  28.4, 1005.3,-0.019,-0.103,   73,   4.9,   3.5
01-Jan-1995 08:00, 1.805,  29.6,  28.3, 1006.0,-0.029,-0.107,   72,   4.9,   2.1
01-Jan-1995 09:00, 1.320,  29.6,  27.6, 1006.7,-0.019,-0.091,  127,   3.0,   1.1
01-Jan-1995 10:00, 0.804,  29.6,  27.5, 1007.1,-0.023,-0.087,  131,   2.1,   1.0
01-Jan-1995 11:00, 0.383,  29.5,  26.9, 1007.2,-0.012,-0.073,  152,   2.9,   1.4
01-Jan-1995 12:00, 0.150,  29.5,  26.6, 1007.1,-0.005,-0.065,  152,   2.7,   1.6
01-Jan-1995 13:00, 0.156,  29.3,  26.8, 1006.6,-0.014,-0.075,  154,   2.8,   0.9
01-Jan-1995 14:00, 0.404,  29.2,  26.0, 1006.1,-0.019,-0.086,  117,   1.6,   0.5
01-Jan-1995 15:00, 0.835,  29.2,  25.8, 1006.1,-0.014,-0.085,  137,   1.9,   1.2
01-Jan-1995 16:00, 1.336,  29.2,  25.6, 1005.9,-0.007,-0.078,  159,   2.6,   1.0
01-Jan-1995 17:00, 1.748,  29.0,  25.1, 1006.3,-0.022,-0.095,  162,   2.9,   1.1
01-Jan-1995 18:00, 2.010,  28.9,  25.2, 1007.0,-0.019,-0.088,  158,   2.4,   1.4
01-Jan-1995 19:00, 2.044,  28.9,  26.1, 1007.4,-0.031,-0.092,  140,   2.6,   1.0
01-Jan-1995 20:00, 1.849,  29.0,  27.4, 1007.5,-0.052,-0.110,  319,   2.5,   1.3
01-Jan-1995 21:00, 1.533,  29.0,  28.0, 1007.5,-0.018,-0.075,  285,   2.6,   2.0
01-Jan-1995 22:00, 1.122,  29.0,  28.3, 1007.1,-0.013,-0.071,  277,   3.4,   2.8
01-Jan-1995 23:00, 0.744,  29.1,  28.3, 1006.9,-0.004,-0.065,  287,   4.6,   3.3
02-Jan-1995 00:00, 0.488,  29.4,  28.4, 1006.6,-0.011,-0.074,  293,   4.5,   3.7
02-Jan-1995 01:00, 0.487,  29.4,  28.5, 1006.4, 0.011,-0.055,  288,   4.6,   3.9
02-Jan-1995 02:00, 0.691,  29.6,  28.6, 1006.1, 0.005,-0.063,  300,   5.4,   4.1
02-Jan-1995 03:00, 1.056,  29.7,  28.7, 1005.5,-0.010,-0.082,  306,   5.5,   4.5
02-Jan-1995 04:00, 1.522,  29.7,  28.4, 1005.6,-0.011,-0.088,  317,   5.1,   3.3
02-Jan-1995 05:00, 1.942,  29.7,  28.5, 1005.5,-0.024,-0.101,  326,   4.5,   3.4
02-Jan-1995 06:00, 2.223,  29.7,  25.1, 1006.2,-0.025,-0.101,  356,   7.6,   2.3
02-Jan-1995 07:00, 2.291,  29.6,  26.5, 1006.5,-0.020,-0.091,   96,   4.1,   1.3
02-Jan-1995 08:00, 2.136,  29.5,  26.6, 1007.4,-0.002,-0.068,  113,   1.9,   1.3
02-Jan-1995 09:00, 1.720,  29.5,  27.1, 1007.8,-0.031,-0.089,  131,   2.6,   1.5
02-Jan-1995 10:00, 1.218,  29.6,  26.6, 1008.4,-0.032,-0.085,  156,   2.5,   0.5
02-Jan-1995 11:00, 0.735,  29.5,  26.7, 1008.3,-0.008,-0.056,  148,   2.4,   1.0
02-Jan-1995 12:00, 0.321,  29.4,  26.9, 1007.7,-0.014,-0.064,  189,   2.8,   2.3
02-Jan-1995 13:00, 0.124,  29.5,  26.2, 1007.0,-0.016,-0.072,  172,   2.7,   0.7
02-Jan-1995 14:00, 0.189,  29.4,  26.1, 1006.6,-0.016,-0.079,  152,   2.1,   1.0
02-Jan-1995 15:00, 0.499,  29.4,  25.4, 1006.2, 0.000,-0.066,   91,   1.7,   0.7
02-Jan-1995 16:00, 0.915,  29.2,  25.7, 1005.9,-0.032,-0.103,   87,   2.0,   1.1
02-Jan-1995 17:00, 1.426,  29.2,  25.2, 1006.2,-0.012,-0.085,  101,   2.0,   0.3
02-Jan-1995 18:00, 1.828,  29.2,  25.4, 1006.5,-0.011,-0.081,  105,   1.9,   0.7
02-Jan-1995 19:00, 2.031,  29.2,  26.6, 1006.8,-0.030,-0.097,  171,   2.9,   1.2
02-Jan-1995 20:00, 2.031,  29.1,  27.8, 1007.1,-0.038,-0.102,  233,   3.7,   0.2
02-Jan-1995 21:00, 1.836,  29.1,  29.1, 1007.1,-0.025,-0.086,   69,   1.9,   1.3
02-Jan-1995 22:00, 1.474,  29.1,  28.0, 1007.0,-0.025,-0.086,  313,   3.5,   3.0
02-Jan-1995 23:00, 1.079,  29.2,  28.4, 1006.7,-0.007,-0.070,  299,   4.2,   3.6
03-Jan-1995 00:00, 0.722,  29.4,  28.7, 1006.3, 0.005,-0.060,  297,   5.9,   5.2
03-Jan-1995 01:00, 0.525,  29.8,  28.7, 1006.0, 0.023,-0.046,  310,   6.8,   5.0
03-Jan-1995 02:00, 0.539,  29.9,  29.2, 1005.7, 0.023,-0.049,  313,   5.9,   4.7
03-Jan-1995 03:00, 0.748,  29.9,  28.9, 1005.1, 0.002,-0.073,  324,   6.6,   5.5
03-Jan-1995 04:00, 1.122,  30.0,  29.7, 1004.8,-0.004,-0.086,  999,   6.9,   4.3
03-Jan-1995 05:00, 1.554,  30.1,  29.9, 1005.2,-0.024,-0.107,   10,   6.0,   4.3
03-Jan-1995 06:00, 1.954,  30.0,  28.8, 1006.0,-0.022,-0.101,   11,   6.6,   5.7
03-Jan-1995 07:00, 2.206,  30.0,  28.9, 1007.0,-0.009,-0.080,  345,   6.5,   4.2
03-Jan-1995 08:00, 2.204,  30.0,  28.4, 1007.3,-0.036,-0.098,  347,   5.0,   3.2
03-Jan-1995 09:00, 2.031,  29.9,  28.3, 1007.8,-0.007,-0.065,  289,   3.9,   2.4
03-Jan-1995 10:00, 1.633,  29.9,  27.8, 1008.2,-0.010,-0.064,  161,   3.2,   1.1
03-Jan-1995 11:00, 1.150,  29.9,  27.4, 1008.2,-0.009,-0.059,  123,   2.8,   1.1
03-Jan-1995 12:00, 0.680,  29.9,  27.0, 1007.6,-0.002,-0.053,  126,   2.9,   2.0
03-Jan-1995 13:00, 0.320,  29.8,  26.8, 1007.3,-0.002,-0.059,   69,   2.6,   0.5
03-Jan-1995 14:00, 0.195,  29.6,  26.3, 1007.1, 0.009,-0.050,   85,   1.9,   1.1
03-Jan-1995 15:00, 0.305,  29.5,  26.7, 1006.6, 0.004,-0.057,   80,   2.5,   0.7
03-Jan-1995 16:00, 0.592,  29.6,  25.5, 1006.8,-0.026,-0.092,  148,   3.3,   1.4
03-Jan-1995 17:00, 1.045,  29.6,  26.3, 1006.9,-0.019,-0.084,  135,   2.6,   0.0
03-Jan-1995 18:00, 1.506,  29.3,  25.4, 1007.7,-0.019,-0.081,   86,   2.1,   1.5
03-Jan-1995 19:00, 1.839,  29.4,  27.1, 1008.3,-0.039,-0.094,   59,   2.8,   2.1
03-Jan-1995 20:00, 2.014,  29.3,  28.6, 1008.5,-0.039,-0.087,    2,   3.3,   1.3
03-Jan-1995 21:00, 1.995,  29.3,  29.7, 1008.4,-0.028,-0.075,   25,   3.0,   2.4
03-Jan-1995 22:00, 1.768,  29.3,  29.1, 1008.0,-0.027,-0.076,  340,   4.2,   1.7
03-Jan-1995 23:00, 1.421,  29.4,  31.7, 1008.0,-0.019,-0.071,  320,   2.8,   0.7
04-Jan-1995 00:00, 1.040,  29.5,  30.8, 1008.2,-0.009,-0.061,  319,   3.1,   0.7
04-Jan-1995 01:00, 0.721,  29.7,  28.7, 1007.8, 0.007,-0.043,   19,   5.7,   4.1
04-Jan-1995 02:00, 0.562,  30.0,  28.8, 1007.3, 0.020,-0.035,   15,   5.5,   3.3
04-Jan-1995 03:00, 0.585,  30.1,  29.4, 1007.2,-0.002,-0.062,  351,   4.3,   1.3
04-Jan-1995 04:00, 0.791,  30.1,  26.3, 1007.1,-0.029,-0.089,  186,   5.6,   1.6
04-Jan-1995 05:00, 1.148,  30.0,  26.9, 1007.4,-0.036,-0.097,  219,   4.4,   0.9
04-Jan-1995 06:00, 1.560,  29.8,  27.4, 1008.3,-0.037,-0.094,   42,   2.6,   0.6
04-Jan-1995 07:00, 1.920,  29.8,  26.3, 1009.0,-0.025,-0.073,   54,   5.8,   0.1
04-Jan-1995 08:00, 2.100,  29.7,  26.3, 1009.6,-0.035,-0.076,  171,   2.5,   0.8
04-Jan-1995 09:00, 2.076,  29.7,  26.4, 1010.1,-0.049,-0.085,   82,   2.0,   1.1
04-Jan-1995 10:00, 1.875,  29.7,  26.1, 1010.6,-0.031,-0.061,  127,   2.2,   1.5
04-Jan-1995 11:00, 1.493,  29.6,  25.4, 1010.6,-0.032,-0.058,  147,   3.0,   2.3
04-Jan-1995 12:00, 1.047,  29.8,  24.9, 1010.0,-0.032,-0.058,   56,   2.7,   0.4
04-Jan-1995 13:00, 0.643,  29.7,  25.0, 1009.4,-0.011,-0.044,  130,   2.0,   0.4
04-Jan-1995 14:00, 0.360,  29.6,  25.4, 1009.2,-0.002,-0.040,  149,   2.2,   1.4
04-Jan-1995 15:00, 0.294,  29.6,  24.1, 1008.9, 0.005,-0.036,   66,   2.3,   0.9
04-Jan-1995 16:00, 0.438,  29.5,  24.1, 1008.9,-0.002,-0.046,   72,   3.0,   0.8
04-Jan-1995 17:00, 0.724,  29.3,  24.1, 1009.5,-0.037,-0.079,   53,   1.7,   0.9
04-Jan-1995 18:00, 1.147,  29.2,  24.1, 1010.0,-0.033,-0.070,  146,   1.4,   0.8
04-Jan-1995 19:00, 1.528,  29.1,  27.1, 1010.6,-0.060,-0.091,   63,   2.3,   0.1
04-Jan-1995 20:00, 1.831,  29.1,  27.1, 1010.8,-0.051,-0.077,  140,   2.4,   0.5
04-Jan-1995 21:00, 1.965,  29.1,  26.9, 1010.6,-0.045,-0.070,  206,   2.5,   1.9
04-Jan-1995 22:00, 1.893,  29.1,  27.2, 1010.5,-0.057,-0.084,  205,   4.5,   4.0
04-Jan-1995 23:00, 1.683,  29.2,  27.7, 1010.6,-0.035,-0.062,  259,   5.0,   4.0
05-Jan-1995 00:00, 1.346,  29.4,  27.7, 1010.4,-0.041,-0.067,  286,   5.4,   4.3
05-Jan-1995 01:00, 1.018,  29.6,  28.0, 1009.9,-0.014,-0.042,  297,   5.9,   4.4
05-Jan-1995 02:00, 0.763,  29.7,  28.2, 1009.5, 0.021,-0.013,  287,   5.7,   4.2
05-Jan-1995 03:00, 0.627,-9999 ,-9999 ,-9999.0, 0.015,-0.023,-9999,-9999 ,-9999
